ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
363,simple,17,tee115 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/11.1.jpg,,,,,,,,,0,,,,
364,simple,18,tee116 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/12.1.jpg,,,,,,,,,0,,,,
365,simple,19,tee117 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/13.1.jpg,,,,,,,,,0,,,,
366,simple,20,tee118 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/14.1.jpg,,,,,,,,,0,,,,
367,simple,21,tee119 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/15.1.jpg,,,,,,,,,0,,,,
368,simple,22,tee120 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/16.1.jpg,,,,,,,,,0,,,,
369,simple,23,tee121 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/17.1.jpg,,,,,,,,,0,,,,
370,simple,24,tee122 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/18.1.jpg,,,,,,,,,0,,,,
371,simple,25,tee123 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,155000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/19.1.jpg,,,,,,,,,0,,,,
372,simple,26,tee124 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,155000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/21.1.jpg,,,,,,,,,0,,,,
373,simple,27,tee125 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,155000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/7.1.jpg,,,,,,,,,0,,,,
374,simple,28,tee126 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,155000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/8.1.jpg,,,,,,,,,0,,,,
375,simple,29,jacket100 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,155000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk1.jpg,,,,,,,,,0,,,,
376,simple,30,jacket101 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,155000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk1.jpg,,,,,,,,,0,,,,
377,simple,31,jacket102 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,155000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk1.jpg,,,,,,,,,0,,,,
378,simple,32,jacket103 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,155000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk10.jpg,,,,,,,,,0,,,,
379,simple,33,jacket104 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,155000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk10.jpg,,,,,,,,,0,,,,
380,simple,34,jacket105 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,155000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk10.jpg,,,,,,,,,0,,,,
381,simple,35,jacket106 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,155000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk10.jpg,,,,,,,,,0,,,,
382,simple,36,jacket107 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,155000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk10.jpg,,,,,,,,,0,,,,
383,simple,37,jacket108 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,155000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk2.jpg,,,,,,,,,0,,,,
384,simple,38,jacket109 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk2.jpg,,,,,,,,,0,,,,
385,simple,39,jacket110 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk9.jpg,,,,,,,,,0,,,,
386,simple,40,jacket111 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk9.jpg,,,,,,,,,0,,,,
387,simple,41,jacket112 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk3.jpg,,,,,,,,,0,,,,
388,simple,42,jacket113 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk3.jpg,,,,,,,,,0,,,,
389,simple,43,jacket114 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk8.jpg,,,,,,,,,0,,,,
390,simple,44,jacket115 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk8.jpg,,,,,,,,,0,,,,
391,simple,45,jacket116 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,275000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk8.jpg,,,,,,,,,0,,,,
392,simple,46,jacket117 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,150000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk4.jpg,,,,,,,,,0,,,,
393,simple,47,jacket118 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,150000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk4.jpg,,,,,,,,,0,,,,
394,simple,48,jacket119 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,150000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk4.jpg,,,,,,,,,0,,,,
395,simple,49,jacket120 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,150000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk7.jpg,,,,,,,,,0,,,,
396,simple,50,jacket121 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,150000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk7.jpg,,,,,,,,,0,,,,
397,simple,51,jacket122 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,150000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk5.jpg,,,,,,,,,0,,,,
398,simple,52,jacket123 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,150000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk5.jpg,,,,,,,,,0,,,,
399,simple,53,jacket124 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,150000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk6.jpg,,,,,,,,,0,,,,
400,simple,54,jacket125 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,75000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk6.jpg,,,,,,,,,0,,,,
401,simple,55,jacket126 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,75000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk6.jpg,,,,,,,,,0,,,,
402,simple,65,tee3 autumn,1,0,visible,,Fresh,,,taxable,,1,,,0,0,,,,,1,,,39000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/20.1.jpg,,,,,,,,,0,,,,
403,simple,66,tee4 spring,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,29000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/17.1.jpg,,,,,,,,,0,,,,
404,simple,67,jacket1 sping,1,0,visible,,Comfortable,,,taxable,,1,,,0,0,,,,,1,,,99000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk1.jpg,,,,,,,,,0,,,,
405,simple,68,jacket2 autumn,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,890000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk2.jpg,,,,,,,,,0,,,,
406,simple,69,jacket3 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,129000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk3.jpg,,,,,,,,,0,,,,
407,simple,70,jacket4 spring,1,0,visible,,Adorable,,,taxable,,1,,,0,0,,,,,1,,,109000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk4.jpg,,,,,,,,,0,,,,
408,simple,71,tee5 spring,1,0,visible,,Beatiful,,,taxable,,1,,,0,0,,,,,1,,,35000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/4.1.jpg,,,,,,,,,0,,,,
409,simple,72,jacket5 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,119000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk5.jpg,,,,,,,,,0,,,,
410,simple,73,tee6 autumn,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,69000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/7.1.jpg,,,,,,,,,0,,,,
411,simple,74,tee7 summer,1,0,visible,,Cute,,,taxable,,1,,,0,0,,,,,1,,,49000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/22.1.jpg,,,,,,,,,0,,,,
412,simple,75,jacket6 summer,1,0,visible,,Relaxing,,,taxable,,1,,,0,0,,,,,1,,,990000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk6.jpg,,,,,,,,,0,,,,
413,simple,76,jacket7 autumn,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,89000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk7.jpg,,,,,,,,,0,,,,
414,simple,77,tee8 spring,1,0,visible,,Catchy,,,taxable,,1,,,0,0,,,,,1,,,79000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/23.1.jpg,,,,,,,,,0,,,,
415,simple,78,jacket8 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,159000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk8.jpg,,,,,,,,,0,,,,
416,simple,79,tee9 summer,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,59000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/15.1.jpg,,,,,,,,,0,,,,
417,simple,80,tee10 summer,1,0,visible,,Beatiful,,,taxable,,1,,,0,0,,,,,1,,,39000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/12.1.jpg,,,,,,,,,0,,,,
418,simple,81,jacket9 spring,1,0,visible,,Comfortable,,,taxable,,1,,,0,0,,,,,1,,,89000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk9.jpg,,,,,,,,,0,,,,
419,simple,82,tee11 autumn,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,59000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/13.1.jpg,,,,,,,,,0,,,,
420,simple,83,jacket10 spring,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,109000,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk10.jpg,,,,,,,,,0,,,,
421,simple,84,tee12 spring,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,79000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/14.1.jpg,,,,,,,,,0,,,,
422,simple,85,tee12 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,,,0,0,,,,,1,,,39000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk2.jpg,,,,,,,,,0,,,,
423,simple,86,tee13 spring,1,0,visible,,Nice,,,taxable,,1,,,0,0,,,,,1,,,59000,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/5.1.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
