ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
376,simple,30,jacket101 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,155,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk1.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
377,simple,31,jacket102 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,155,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk1.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
378,simple,32,jacket103 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,155,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk10.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
379,simple,33,jacket104 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,155,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk10.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
380,simple,34,jacket105 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,155,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk10.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
381,simple,35,jacket106 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,155,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk10.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
382,simple,36,jacket107 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,155,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk10.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
383,simple,37,jacket108 summers,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,155,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk2.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
384,simple,38,jacket109 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,275,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk2.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
385,simple,39,jacket110 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,275,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk9.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
386,simple,40,jacket111 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,275,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk9.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
387,simple,41,jacket112 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,275,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk3.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
388,simple,42,jacket113 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,275,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk3.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
389,simple,43,jacket114 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,275,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk8.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
390,simple,44,jacket115 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,275,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk8.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
391,simple,45,jacket116 sping,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,275,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk8.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
392,simple,46,jacket117 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,150,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk4.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
393,simple,47,jacket118 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,150,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk4.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
394,simple,48,jacket119 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,150,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk4.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
395,simple,49,jacket120 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,150,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk7.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
396,simple,50,jacket121 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,150,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk7.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
397,simple,51,jacket122 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,150,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk5.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
398,simple,52,jacket123 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,150,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk5.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
399,simple,53,jacket124 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,150,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk6.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
400,simple,54,jacket125 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,75,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk6.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
401,simple,55,jacket126 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,75,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk6.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
402,simple,65,tee3 autumn,1,0,visible,,Fresh,,,taxable,,1,100,,0,0,0.2,,,,1,,,39,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/20.1.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
403,simple,66,tee4 spring,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,29,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/17.1.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
404,simple,67,jacket1 sping,1,0,visible,,Comfortable,,,taxable,,1,100,,0,0,0.2,,,,1,,,99,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk1.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
405,simple,68,jacket2 autumn,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,890,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk2.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
406,simple,69,jacket3 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,129,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk3.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
407,simple,70,jacket4 spring,1,0,visible,,Adorable,,,taxable,,1,100,,0,0,0.2,,,,1,,,109,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk4.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
408,simple,71,tee5 spring,1,0,visible,,Beatiful,,,taxable,,1,100,,0,0,0.2,,,,1,,,35,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/4.1.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
409,simple,72,jacket5 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,119,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk5.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
410,simple,73,tee6 autumn,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,69,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/7.1.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
411,simple,74,tee7 summer,1,0,visible,,Cute,,,taxable,,1,100,,0,0,0.2,,,,1,,,49,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/22.1.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
412,simple,75,jacket6 summer,1,0,visible,,Relaxing,,,taxable,,1,100,,0,0,0.2,,,,1,,,990,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk6.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
413,simple,76,jacket7 autumn,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,89,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk7.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
414,simple,77,tee8 spring,1,0,visible,,Catchy,,,taxable,,1,100,,0,0,0.2,,,,1,,,79,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/23.1.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
415,simple,78,jacket8 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,159,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk8.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
416,simple,79,tee9 summer,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,59,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/15.1.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
417,simple,80,tee10 summer,1,0,visible,,Beatiful,,,taxable,,1,100,,0,0,0.2,,,,1,,,39,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/12.1.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
418,simple,81,jacket9 spring,1,0,visible,,Comfortable,,,taxable,,1,100,,0,0,0.2,,,,1,,,89,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk9.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
419,simple,82,tee11 autumn,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,59,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/13.1.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
420,simple,83,jacket10 spring,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,99,,0,0,0.2,,,,1,,,109,Jacket,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk10.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
421,simple,84,tee12 spring,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,79,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/14.1.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
422,simple,85,tee12 winter,1,0,visible,,The quality of the product is guaranteed,,,taxable,,1,100,,0,0,0.2,,,,1,,,39,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/jk2.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
423,simple,86,tee13 spring,1,0,visible,,Nice,,,taxable,,1,98,,0,0,0.2,,,,1,,,500,T-shirt,,,https://localhost/TMDT/wp-content/uploads/2022/11/5.1.jpg,,,,,,,,,0,Size,"Large, Medium",1,1
